ID,Rotor speed,Gear Temp.,Generator rotation,Env. Temp.,Output,Voltage,Windspeed
1133,39.41,66.2,4582,9,419,401.15,49.81
1134,36.22,67.5,2528,10,425,396.89,49.91
1135,39.05,63.4,4133,7,395,397.35,49.84
1136,36.6,65.2,4636,7,315,401.51,48.94
1137,35.42,67.5,4174,8,370,397.35,48.08
1138,37.02,65.4,5357,4,318,402.05,48.98
1139,39.28,70.7,5109,10,334,399.46,49.34
1140,35.99,71.1,3892,10,430,398.76,50.14
1141,37.48,66.6,5129,4,321,397.11,49.5
1142,35.83,69.4,4021,9,388,400.75,48.63
1143,36.17,67.9,3068,9,402,400,48.49
1144,35.22,69,4709,8,340,402.73,47.75
1145,35.7,66.4,1447,10,439,400.03,47.96
1146,37.05,65,2203,9,356,400.8,48.14
1147,34.28,62.6,3630,7,338,403.06,47.47
1148,36.64,63.9,2809,7,399,398.55,47.7
1149,36.67,65.5,3690,9,304,399.17,48.65
1150,35.7,65.5,4578,9,300,403.57,48.73
1151,33.58,69.9,4908,10,391,398.1,49.01
1152,36.02,64.1,2338,10,381,403.67,49.41
1153,36.38,64.3,4779,8,386,400.53,48.94
1154,34.75,65.5,1939,8,424,402.62,48
1155,37.63,63.5,2572,8,347,403.48,47.03
1156,35.52,61.4,2009,10,437,398.01,47.77
1157,34.35,65.5,4147,4,419,403.65,47.92
1158,34,64.4,4816,10,333,398.29,48.52
1159,38.18,65.1,3064,6,364,398.61,47.76
1160,36.58,63,1181,10,394,399.11,47.81
1161,37.86,71.1,4795,9,400,397.67,46.87
1162,34.33,66.4,3461,9,329,400.07,46.3
1163,33.97,63.5,4914,7,314,396.03,45.53
1164,35.07,64.3,2969,9,412,397.8,44.72
1165,33.86,61.6,2585,2,374,396.97,44.78
1166,36.64,69.1,2885,9,387,397.57,44.3
1167,34.76,61.9,836,8,358,397.08,43.58
1168,36.25,67,4135,9,415,400.35,43.5
1169,36.2,62.9,4761,2,326,398.68,43.31
1170,32.01,70.6,3096,6,362,402.38,42.99
1171,36,62.4,4121,8,429,398.07,43.63
1172,34.55,63,4582,8,342,403.28,43.15
1173,35.05,64.5,2878,4,425,402.58,42.51
1174,31.32,64.7,990,5,328,400.63,42.56
1175,32.31,63.7,3657,8,385,401.44,42.14
1176,35.41,66.2,4034,6,418,396.13,41.31
1177,32.04,61.2,1140,9,306,396.7,41.49
1178,34.98,68,3698,6,350,398.99,40.56
1179,29.53,65.6,2223,6,416,396.36,40.43
1180,33.3,63.4,2354,7,418,400.87,41.01
1181,34.55,68.2,3114,8,385,397.81,41.47
1182,32.59,61.4,1877,8,383,403.95,40.78
1183,32.33,61.1,1395,6,315,400.56,40.56
1184,35.58,62.5,3907,8,387,403.83,41.26
1185,32.14,64,1430,10,355,399.66,40.38
1186,30.99,62.6,3647,8,347,401.33,41.11
1187,33.55,70.6,3487,9,332,401.8,40.18
1188,30.12,63,1641,9,405,403.1,40.03
1189,31.88,69.7,891,9,324,400.56,39.21
1190,33.66,69.5,2935,10,388,402.51,39.76
1191,34.55,66.1,2754,6,341,403.92,39.38
1192,30.89,67.7,644,7,322,403,39.3
1193,33.82,70.6,2674,8,386,398,38.76
1194,30.69,62.1,641,5,371,397.41,37.95
1195,32.75,68.7,2928,7,310,400.07,36.99
1196,28.73,66.8,1509,10,349,398.61,36.26
1197,30.33,67.8,2302,10,399,396.13,36.24
1198,30.6,68.5,3455,10,315,398.72,36.2
1199,27.28,67.2,536,1,368,403.59,35.69
1200,28.23,69.9,1686,9,366,402.35,34.73
1201,30.34,70.3,2219,4,350,397.24,33.75
1202,27.28,64.8,857,10,360,400.44,34.02
1203,31.34,71.2,3732,3,359,396.37,33.42
1204,26.44,67.1,3766,10,362,402.22,34.25
1205,28.35,68.6,3538,8,361,399.24,34.91
1206,29.71,68.6,2670,10,349,400.27,34.97
1207,32.19,64.3,2507,9,303,398.03,34.88
1208,28.77,69.1,2798,10,387,397.4,35.57
1209,28.09,61.8,2606,6,355,396.44,35.42
1210,29.77,69,3739,8,400,403.38,35.3
1211,27.23,66.1,1939,7,382,398.01,35.74
1212,29.13,60.7,1030,8,384,396.73,36.1
1213,32.59,68.1,862,3,307,400.35,36.22
1214,27.48,67.3,736,8,325,399.64,35.73
1215,26.55,69.3,1553,9,329,401.13,35.01
1216,31.58,71.1,3272,8,340,402.47,34.8
1217,31.39,68.1,1223,10,395,399.17,35.43
1218,27.67,62.5,2378,7,339,403.01,34.45
1219,27.66,64,1792,8,355,396.69,35.14
1220,32.61,64.7,3727,9,363,398.56,35.71
1221,31.55,69.7,2696,6,349,402.58,35.66
1222,31.61,62.1,648,10,395,402.73,34.79
1223,27.24,70.7,3030,9,386,399.52,34.46
1224,26.6,65.5,2854,1,328,403.5,35.11
1225,26.75,69.9,2260,6,367,398.39,34.65
1226,28.76,64.3,3460,6,363,400.98,34.93
1227,30.48,70.2,2808,8,327,398.38,34.35
1228,29.13,63.9,2531,8,392,401.26,34.5
1229,31.33,66.1,3967,7,311,402.68,34.97
1230,26.09,65,1993,8,350,399.55,33.99
1231,31.06,71,3054,7,373,400.5,34.9
1232,26.98,67.3,3046,8,380,397.32,35.58
1233,27.9,66.4,1168,4,305,397.15,35.08
1234,26.71,64.8,998,9,361,398.38,34.1
1235,27.32,67.8,3160,8,323,400.29,34.57
1236,26.43,70.7,2065,10,343,401.28,33.94
1237,28.44,63.8,3571,9,317,403.5,33.43
1238,27.57,70.5,2424,10,312,396.1,33.73
1239,31.09,69.4,3261,7,338,399.76,34.56
1240,31.06,69.1,1494,9,370,400.48,34.62
1241,30.84,64.7,1627,10,302,403.79,34.74
1242,29.03,65.6,3741,10,370,397.39,35.63
1243,30.9,69.6,3345,9,333,400.33,35.2
1244,32.65,63.2,3478,1,351,397.98,35.89
1245,30,66.7,1831,4,348,402.78,35.73
1246,29.65,68.4,3450,4,319,399.92,36.35
1247,31.01,63.3,2545,10,360,396.67,36.79
1248,32.14,70,1952,10,330,403.85,37.41
1249,32.7,64.4,1276,9,342,400.98,37.68
1250,32.86,64.9,3547,10,301,399.42,38.59
1251,31.66,62.4,2927,9,318,402.2,39.05
1252,32.93,65.6,3879,10,331,400.63,38.58
1253,33.83,68.9,1261,10,321,400.03,39.38
1254,30.93,62.9,3449,5,371,400.29,39.65
1255,30.6,68.1,2184,4,421,400.77,40.27
1256,33.38,66.6,2639,10,370,398.85,40.11
1257,29.94,70.6,2090,9,349,396.04,40.96
1258,34.16,71.9,4306,9,310,397.26,41.12
1259,35.83,70.9,3403,7,373,398.76,41.7
1260,30.51,62,3762,2,424,397.92,41.96
1261,35.61,66.1,1930,10,346,396.41,42.7
1262,31.74,69.5,2409,10,398,401.81,41.85
1263,31.15,67.8,3065,8,357,403.4,41.36
1264,33.2,69.2,2674,8,411,402.13,40.66
1265,34.13,69,1137,4,311,401.06,41.17
1266,31.77,62.2,1117,6,327,402.23,41.5
1267,34.09,62.5,758,8,366,396.76,41.31
1268,33.63,60.8,1377,7,396,401.98,42
1269,30.28,67.2,4481,9,381,400.98,41.31
1270,32.73,69.7,2053,9,301,399.75,41.28
1271,29.37,63.7,1544,4,401,397.2,40.53
1272,34.01,65.3,2183,10,373,400.9,39.77
1273,31.72,64.8,982,8,360,398.35,39.73
1274,30.23,64.7,3145,10,362,399.09,39.89
1275,29.74,62.7,3566,9,392,401.81,39.55
1276,33.84,63.7,528,5,336,400.71,39.99
1277,30.18,64.5,2566,8,411,397.85,39.55
1278,31.74,63.7,1102,9,393,402.14,39.65
1279,31.28,65,2406,4,362,401.75,39.63
1280,29.55,68.9,4417,8,324,397.63,39.98
1281,32.98,67,3287,9,318,403.25,39.74
1282,34.26,64.3,4312,10,353,396.22,39.96
1283,30.68,62.5,3656,10,365,399.33,39.24
1284,29.13,71.4,3299,10,335,397.67,38.29
1285,30.56,62.4,3519,8,351,396.82,38.61
1286,30.41,63.7,1019,9,301,403.3,39.36
1287,28.34,64.1,1914,8,351,403.62,38.4
1288,29.47,68.2,3390,8,338,396.4,38.66
1289,28.12,62.8,3129,5,323,402.54,37.71
1290,33.24,66.4,4229,9,400,400.09,37.64
1291,30.89,67.1,1700,9,301,400.67,37.85
1292,31.3,65.6,3934,9,307,398.98,37.24
1293,31.45,67,1742,5,381,403.86,36.5
1294,30.39,64.2,1805,9,379,399.82,36.94
1295,30.44,69.6,1711,5,402,400.92,37.08
1296,30.33,69.4,3118,9,324,402.18,37.46
1297,31.93,62,1811,9,375,397.67,36.63
1298,27.23,67.2,2584,10,306,402.01,36.41
1299,28.12,61,1075,10,308,403.29,35.65
1300,29.52,62.2,1334,9,399,400.69,35.73
1301,27.59,63.7,2005,8,360,402.22,36.2
1302,28.38,68.1,3442,10,301,397.97,36.75
1303,29,63.5,1045,9,366,396.41,36.71
1304,31.6,61.3,2123,9,363,399.38,37.48
1305,28.72,65.3,3915,5,380,399.39,37.04
1306,33.51,62.9,3787,9,367,398.79,37.37
1307,32.69,69.1,2358,5,322,396.25,38.06
1308,28.59,67.1,2286,7,311,397.56,37.74
1309,30.23,71.2,4204,8,395,397.09,37.5
1310,30.69,68.7,4045,6,339,398.52,38.03
1311,29.78,67.8,3531,2,307,403.56,38.3
1312,33.22,66.2,4035,10,302,396.19,39.21
1313,31.5,70.6,3910,9,306,401.29,38.96
1314,28.24,66.6,3404,10,366,400.86,38.08
1315,27.91,64,1481,9,398,397.62,37.12
1316,29.63,69.5,2474,8,313,396.7,37.12
1317,29.22,68.9,3621,7,318,400.15,37.74
1318,32.41,66.2,4203,9,414,401.52,38.44
1319,31.88,71,4276,9,411,403.85,37.81
1320,32.34,61.9,1574,7,384,398.11,38.75
1321,32.01,62.2,987,9,324,396.51,38.73
1322,30.15,64.8,3808,6,381,399.69,37.97
1323,28.45,64.7,3206,9,320,403.1,37.26
1324,32.89,64.2,3307,5,404,400.71,37.49
1325,32.95,63,2350,8,371,402.14,38.2
1326,28.29,62.6,1880,6,363,396.48,38.17
1327,34.01,69.6,1965,8,408,400.6,38.5
1328,28.49,70.8,1841,8,305,401.64,38.81
1329,29.97,66.3,2942,7,331,396.74,39.58
1330,34.72,65,1515,3,413,401.48,40.37
1331,32.25,60.8,1713,10,305,401.93,40.66
1332,34.47,67.8,2117,7,374,396.58,40.83
1333,34.76,63.7,996,6,314,397.31,39.88
1334,32.35,63.5,2482,3,382,402.22,39.11
1335,32.65,71.6,4164,8,346,402.38,39.08
1336,28.34,70.9,3926,10,393,403.5,38.2
1337,32.55,64.1,3047,10,335,403.49,37.31
1338,31.18,69,3979,8,371,401.13,36.77
1339,28.92,64.5,2936,9,309,399.29,36.16
1340,28.72,67.6,2718,10,355,399.8,36.7
1341,31.59,63.7,4131,2,371,401.42,36.31
1342,27.45,67.4,3295,10,406,402.24,36.07
1343,29.42,63.5,553,8,327,403.72,36
1344,29.91,64.9,1880,10,334,399.62,35.91
1345,31.2,65.9,1993,10,373,403.76,35.31
1346,30.49,62.1,1886,6,376,399.48,35.34
1347,27.45,69.9,1590,10,387,397.19,36.25
1348,32.06,65.8,1505,9,372,400.34,36
1349,30.24,62.5,1406,9,376,401.93,35.89
1350,29.32,68,3941,9,365,401.25,35.9
1351,29.91,70.4,3681,6,318,397.06,36.02
1352,28.02,63.3,1672,7,352,402.86,35.64
1353,30.67,64.8,2348,5,386,400.79,35.26
1354,29.03,62.7,3241,3,406,402.53,35.97
1355,31.08,68.7,2521,1,307,399.15,35.17
1356,30.7,60.7,1028,8,304,396.76,35.06
1357,30.79,66.1,2914,6,391,402.83,35.66
1358,27.41,64.9,2299,9,370,401.55,35.51
1359,32.07,64.3,1305,10,381,398.36,35.18
1360,29.26,62.2,3680,8,335,400.09,35.22
1361,31.71,68.5,2470,6,306,397.15,34.68
1362,26.48,69.9,2839,7,387,398.57,33.7
1363,29.42,62.1,1275,6,313,402.3,33.22
1364,27.9,68.4,1621,5,360,402.43,32.73
1365,30.12,65.5,2195,10,359,396.65,32.32
1366,30.64,62.8,764,6,324,399.55,32.43
1367,26.63,62,3367,9,390,401.57,32.17
1368,25.89,62,2354,7,375,402.1,31.73
1369,28.93,65,714,6,317,402.35,31.97
1370,30.3,61.1,1884,7,341,403.53,32.89
1371,25.92,66.6,738,10,314,397.43,33.23
1372,27.45,65.1,3515,3,392,399.64,34.08
1373,31.72,67.8,3248,2,357,400.52,33.84
1374,26.3,65.7,2822,4,320,403.42,33.31
1375,31.61,67.7,985,3,382,399.98,33.56
1376,28.17,69.5,3557,8,366,401.85,34.15
1377,27.06,64.8,3138,3,350,402.67,33.87
1378,31.35,69.6,3450,9,378,399.91,32.89
1379,31.27,62.8,1408,8,354,401.27,32.95
1380,27.51,67.3,804,10,393,397.15,33.93
1381,27.75,64.3,1094,10,339,400.11,34.83
1382,27.64,64.2,1986,1,326,397.51,34.29
1383,30.92,69.6,2700,9,309,403.15,34.46
1384,29.35,67.6,3528,10,347,400.57,34.87
1385,29.84,63.1,2700,8,372,401.38,35.75
1386,31.15,63.8,677,9,347,402.86,35.74
1387,27.72,61.2,1574,5,313,398.15,36.57
1388,30.57,68.6,2710,10,365,397.04,36.66
1389,30.66,63.6,3548,9,362,402.89,37.07
1390,29.25,67.6,3971,9,355,402.02,38.06
1391,29.98,63.9,4023,7,379,402.59,38.82
1392,32.85,70.8,2148,5,325,399.03,38.17
1393,29.2,61.2,1914,5,330,397.03,38.64
1394,28.72,65,2502,8,344,398.36,38.89
1395,31.77,69.5,2553,9,387,400.96,38.7
1396,32.61,66.6,1815,6,403,402.47,38.79
1397,34.12,64.9,4279,10,362,397.08,39.26
1398,31.84,63.2,894,7,362,401.62,38.39
1399,33.6,63.2,3526,10,330,403.91,37.9
1400,30.59,62,1010,5,370,401.59,37.06
1401,28.25,65.4,1768,9,349,396.2,37.54
1402,29.88,68.5,1743,8,394,399.32,36.59
1403,30.56,61.9,946,8,340,402.11,36.24
1404,30.02,66.6,3716,8,369,398.2,36.12
1405,30.43,64.8,3275,7,347,400.71,36.12
1406,27.21,66.2,1949,9,344,403.71,35.61
1407,31.99,68,3756,8,327,397.38,34.93
1408,26.61,62.2,2153,8,390,403.28,35.13
1409,31.21,69.4,1090,10,359,402.21,34.22
1410,27.95,63.4,1811,9,318,402.53,34.07
1411,26.47,67.2,3395,5,354,400.51,33.75
1412,29.87,65.4,630,9,395,396.75,33.57
1413,26.29,67.2,1362,9,348,396.87,33.63
1414,27.39,64.5,2642,10,341,399.08,33.63
1415,30.18,70.4,2932,9,316,397.79,33.13
1416,27.22,60.9,1000,9,389,401.9,32.44
1417,30.06,64.9,949,4,329,403.94,32.09
1418,28.57,68,3141,9,331,398.71,32.45
1419,29.11,65,3223,9,345,401.26,32.99
1420,25.93,66,2951,9,347,400.56,32.33
1421,30.49,69.2,3040,9,365,396.21,33.24
1422,27.63,65,1640,7,320,402.01,34.08
1423,28.86,68,2914,9,377,398.3,34.03
1424,28.5,60.9,742,6,378,403.1,33.68
1425,30.31,65.9,3456,9,384,399.83,32.87
1426,26.47,62.5,3110,8,350,398.29,33.84
1427,26.63,66.3,1526,10,357,398.09,33.23
1428,27.75,67.3,2419,3,333,400.3,33.32
1429,29.85,67.2,1670,2,303,399.62,32.93
1430,28.76,65.9,1257,5,337,397.23,32.23
1431,25.87,65.4,1505,4,340,396.37,33.13
1432,28.18,63.1,3788,8,350,398.46,33.08
1433,27.98,67.9,2909,10,387,398.51,32.96
1434,29.24,66.9,900,7,352,401.11,33.66
1435,27.54,61.3,611,3,357,397.58,33.29
1436,29.46,64.4,2049,9,310,396.11,33.35
1437,30.05,67.5,2281,8,310,398.57,33.48
1438,28.59,66.2,2114,9,320,403.76,33.76
1439,26.48,63.2,3408,9,397,401.13,34.48
1440,28.07,64.8,3153,8,337,402.12,34.88
1441,31.78,68.6,2022,9,388,400.76,33.94
1442,27.01,66.6,839,7,343,398.15,33.57
1443,29.57,67,1582,10,302,403.08,33.17
1444,31.3,68.5,3785,8,323,402.55,34
1445,31,60.4,750,7,340,402.64,33.49
1446,31.07,68.1,2740,8,390,397.89,34.19
1447,26.78,65.5,3386,9,343,397.33,34.94
1448,32.1,67.3,1721,10,403,397.09,34.39
1449,30.6,66,1475,9,381,396.54,35.3
1450,30.69,65.4,1410,5,310,399.96,35.28
1451,31.25,69.4,2285,10,401,396.41,35.2
1452,32.05,63.4,1883,10,359,398.91,34.32
1453,31.69,61.9,1307,3,332,402.15,33.9
1454,31.68,69.2,2077,10,311,401.09,34.4
1455,28.89,68.3,2683,9,338,398.99,35.1
1456,26.8,71.5,3403,3,393,396.04,34.48
1457,26.74,65.1,2382,10,384,401.94,33.85
1458,31.3,63.5,2111,6,359,396.34,32.86
1459,29.44,63.3,679,9,372,397.96,32.65
1460,25.07,70.3,3689,4,365,401.21,31.98
1461,29.35,69.9,1545,9,318,396.71,31.45
1462,27.85,67.1,2272,7,348,398.42,31.01
1463,27.32,65.9,1198,6,353,397.37,30.13
1464,25.43,70.8,3388,4,383,400.29,29.79
1465,27.6,67.5,3340,10,327,403.38,30.44
1466,25.09,64.5,2464,8,312,396.69,31.24
1467,27.61,69.3,3139,7,334,401.34,31.56
1468,30.3,62,1837,3,356,397.79,31.14
1469,27.81,65.4,2691,4,355,397.56,31.66
1470,27.95,68.3,2243,10,336,401.6,32.55
1471,27.08,61.6,2250,7,305,397.54,31.87
1472,27.27,66.2,2987,7,368,403.79,30.94
1473,29.54,62.7,3229,9,384,396.88,31.93
1474,25.47,69.4,2417,8,345,403.95,32.92
1475,26.09,62.1,3808,10,372,398.47,33.31
1476,25.74,69.4,1182,7,345,398.85,33.43
1477,29.75,66.6,2291,9,366,397.92,34.17
1478,31.49,67.3,3738,9,330,397.09,34.58
1479,29.2,64.3,2652,5,344,399.32,33.96
1480,31.85,60.4,790,5,305,401.92,34.01
1481,26.2,68.8,3058,9,402,399.71,34.25
1482,31.49,71.4,2902,8,334,399.42,34.67
1483,31.74,69.2,1574,1,304,399.32,34.04
1484,30.32,63.6,659,5,331,397.4,34.31
1485,29.73,65.1,3400,9,331,399.69,34.37
1486,31.19,63.6,914,6,403,399.85,34.49
1487,29.21,69.1,3173,9,304,403.99,33.67
1488,30.88,64.1,3316,9,371,399.72,33.9
1489,27.27,62,2701,7,310,396.88,34.42
1490,30.44,67.7,2168,9,358,399.89,34.38
1491,30.95,69.4,3268,9,369,400.7,33.7
1492,30.2,64,2213,10,326,399.53,34.41
1493,30.55,66.2,580,7,360,398.49,34.33
1494,26.01,65.3,1029,2,368,399.19,33.44
1495,30.42,62.3,1820,8,385,398.73,33.04
1496,31.3,64.2,1954,4,389,402.97,33.99
1497,28.62,68.9,1297,8,387,398.94,33.13
1498,31.1,68.1,2628,9,372,397.05,33.94
1499,32.06,70.2,2418,9,357,398.71,34.25
1500,29.72,70.3,1425,7,339,399.97,34.22
1501,31.76,59.6,616,6,399,400.86,34.6
1502,30.73,65.4,2612,7,383,400.61,33.92
1503,32.05,71.3,3518,6,341,403.7,34.7
1504,26.79,62,3773,10,377,399.03,35.47
1505,32.33,68.3,1926,7,379,402.84,35.5
1506,31.08,67.7,3501,5,314,401.64,34.97
1507,26.41,68.2,2665,10,391,399.26,34.07
1508,28.51,67.6,2807,8,387,400.6,35.07
1509,28.03,62.7,2749,4,301,400.99,34.14
1510,28.57,66.1,1351,8,307,402.34,33.6
1511,27.05,68.7,2912,9,303,400.3,33.43
1512,25.95,62.5,1497,9,315,402.12,33.68
1513,30.49,70,3698,10,312,402.28,33.35
1514,30.36,68.8,2599,9,337,399.01,33.44
1515,29.13,70.1,2618,10,310,401.65,33.26
1516,28.45,69.6,3053,5,348,402.65,33.63
1517,27.61,65.8,2503,9,375,396.33,34.22
1518,28.55,63.3,833,7,312,397.27,33.36
1519,30.51,62.7,734,2,339,398.15,33.69
1520,28.73,68.3,1081,9,339,398.73,33.45
1521,27.77,68.4,3768,4,381,402.31,32.75
1522,28.49,71.4,3259,10,393,400.5,31.82
1523,27.99,66,3434,8,355,400.77,32.8
1524,28.58,63,1940,7,386,402.3,33.57
1525,29,63.4,3205,1,374,398.53,32.68
1526,26.19,63,3404,7,347,402.31,31.79
1527,28.38,63.6,3333,9,346,400.79,32.72
1528,26.38,61.6,1533,8,326,399.13,33.13
1529,31.4,62.8,3076,8,391,400.63,33.49
1530,26.21,68.4,3080,5,330,396.67,32.85
1531,26.42,70.2,3664,10,387,402.84,31.9
1532,27.57,66.8,3541,4,325,402.35,32.71
1533,31.75,63.2,2556,10,331,396.24,33.55
1534,27.97,67.5,3747,8,327,398.79,34.1
1535,31.53,65.6,2433,9,360,402.46,35.03
1536,30.73,64.2,2115,4,309,399.63,34.64
1537,28.71,65.1,2556,4,371,398.38,34.94
1538,29.88,68.8,3538,9,365,397.64,34.66
1539,28.33,71,2513,10,361,399.26,34.54
1540,27.61,71.1,3841,10,343,402.27,33.58
1541,30.7,65.1,1917,9,369,403.31,34.5
1542,31.58,61.7,1712,9,378,400.83,34.62
1543,28.01,69.9,3801,7,347,397.35,35.07
1544,29.05,61.8,2369,7,390,401.21,34.91
1545,28.63,61.2,998,5,362,403.6,34.88
1546,31.56,69.7,3646,5,350,396.37,35.6
1547,30.14,61.5,2366,4,386,402.48,36.36
1548,29.83,69.4,2086,8,303,396.04,37.16
1549,32.63,67.2,3189,9,374,396.13,37.96
1550,30.38,64,3668,10,366,401.08,38.31
1551,32.06,66.6,1685,4,387,401.28,39.13
1552,28.81,66.3,1279,8,374,402.4,38.29
1553,29.02,67.2,3897,8,391,398.76,38.2
1554,33.37,64.2,3801,8,398,397.81,38.06
1555,28.72,67.5,3414,6,357,402.36,39.03
1556,29.25,65.6,3430,8,406,402.46,38.83
1557,31.34,63.2,2238,8,320,399.03,38.03
1558,29.31,63.7,2991,7,403,401.82,37.62
1559,28.76,70.9,3480,10,391,401.04,38
1560,32.22,60.1,838,4,397,403.16,37.51
1561,29.14,63.1,1490,8,409,398.8,38.05
1562,32.53,64.5,859,4,312,397.56,37.57
1563,33.34,61.4,1479,5,300,401.5,37.01
1564,33.54,64.9,2381,9,327,403.64,37.49
1565,33.31,67.3,1972,9,406,400.95,38.32
1566,31.96,62.8,2253,4,318,402.44,38.39
1567,29.86,64.7,2865,10,363,403.42,38.94
1568,29.53,66,1605,4,408,403.34,39.92
1569,32.61,69.3,3444,7,394,399.85,39.34
1570,31.41,61.6,2127,8,326,400.86,39.62
1571,31.43,70.8,2850,8,359,400.59,39.52
1572,29.25,63.7,1922,7,345,402.18,39.58
1573,30.38,62.8,2748,9,344,401.69,39.69
1574,30.88,70.5,2806,6,419,402.73,40.66
1575,32.57,64,2809,9,311,398.92,40.29
1576,30.63,69.9,2841,6,325,398.32,39.96
1577,29.39,62,1265,10,390,396.07,39.89
1578,29.52,62.7,2390,8,323,397.78,39.12
1579,31.31,71,2424,9,366,397.47,39.31
1580,30.25,68.4,2429,9,355,397.64,38.38
1581,31.19,67.3,4015,4,383,396.24,39.25
1582,30.16,71.8,4192,4,340,403.43,39.97
1583,34.51,68.3,4260,8,402,403.38,40.42
1584,30.87,67.6,770,5,344,396.09,40.72
1585,33.77,64.9,3524,9,379,398.31,40.89
1586,31.93,61.6,2984,3,403,403.64,41.7
1587,34.64,64.9,2187,8,305,396.19,41.89
1588,33.21,68.1,1718,9,368,398.53,42.81
1589,30.64,68.9,2070,7,308,397.37,42.04
1590,36.06,64.3,3557,5,396,401.33,42.19
1591,33.46,67.4,4223,9,420,398.56,41.39
1592,34.48,64.1,1588,9,416,403.41,41.72
1593,35.13,61.6,2733,9,357,403.01,41.33
1594,33.08,64.8,1096,4,304,402,40.71
1595,33.7,62.9,1635,10,351,402.3,40.27
1596,31.38,64.2,1833,9,408,397.87,41.17
1597,33.86,70,3943,7,324,399.54,40.54
1598,33.32,70.4,4180,8,307,401.09,40.95
1599,33.14,64.5,511,6,400,403.44,40.26
1600,31.95,69.8,3335,2,376,402.74,41.2
1601,31.09,66.4,2025,9,312,396.37,41.52
1602,31.78,62.3,3873,1,367,400.53,40.93
1603,35.18,63.4,4505,10,399,398.87,40.89
1604,31.59,62.8,2987,2,338,403.24,41.72
1605,35.86,60.3,622,6,400,401.88,42.68
1606,36.47,67.3,3437,3,329,398.46,43.38
1607,34.73,63.8,589,5,350,397.19,42.49
1608,34.55,69.6,1885,9,380,398.06,41.93
1609,35.49,68,3961,7,310,398.87,42.69
1610,33.52,65.1,3584,9,388,401.7,43.63
1611,33.85,70,3053,9,343,402.44,43.25
1612,32.47,62.2,1810,9,342,398.36,43.64
1613,34.84,60.9,1669,10,361,401.16,43.11
1614,34.57,62.8,4458,8,416,403.76,42.59
1615,31.6,66.2,3613,5,342,396.18,42.21
1616,32.8,70.2,1305,10,403,396.92,42.03
1617,32.72,62.2,3975,1,316,403.89,42.84
1618,36.03,62.2,3543,9,334,403.04,42.18
1619,31.87,67.2,2988,7,389,400.74,41.88
1620,35.25,71.8,3596,4,304,403.67,42.35
1621,33.83,60.5,598,6,406,397.15,42.58
1622,33.02,64.4,2393,9,311,396.08,42.01
1623,32.04,69.7,4168,7,412,397.82,42.31
1624,30.08,65.2,2721,6,355,400.27,41.71
1625,33.49,65.9,4091,9,344,402.75,41
1626,32.13,65.8,2802,7,301,396.87,40.13
1627,33.25,68.4,3197,5,392,400.74,40.27
1628,32.27,61,1225,7,305,399.34,39.32
1629,32.21,67.5,3379,5,416,401.35,39.35
1630,32.49,66.6,4320,10,411,399.24,39.99
1631,32.08,65.4,2430,10,329,402.06,39.63
1632,29.66,68.5,1757,10,387,403.89,39.27
1633,30.59,70.7,4023,9,406,399.88,39.89
1634,33.54,70.4,3929,10,342,397.07,38.92
1635,28.65,63.3,3925,7,321,396.67,39.17
1636,30.5,65.7,3257,9,394,397.74,39.5
1637,34.47,63.2,3610,7,317,398.29,39.78
1638,32.32,62,1670,9,372,399.79,39.16
1639,29.08,66.7,3878,5,379,399.04,39.7
1640,29.61,64.3,3967,10,319,396.57,39.82
1641,28.93,63,2330,10,412,403.27,39.37
1642,32.45,63.9,3396,7,332,396.96,39.36
1643,33.88,61.8,1219,9,351,401.26,39.99
1644,34.7,67.7,3197,3,403,403.3,39.6
1645,33.23,71.7,3716,7,326,398.74,38.9
1646,33.31,63.7,2132,9,380,396.07,38.86
1647,33.44,70.7,1806,10,332,403.15,38.65
1648,31.57,68.1,2999,7,315,398.54,37.78
1649,28.98,64.1,1063,4,407,396.48,38.47
1650,32.87,66.5,1834,6,312,402.34,39.22
1651,33.62,65.8,2873,9,359,397.14,38.86
1652,31.69,65.9,3323,8,307,400.01,38.58
1653,29.69,66.4,1233,8,368,399.21,38.63
1654,31,71.3,3593,10,389,403.52,38.68
1655,28.97,63.5,1488,10,328,398.32,38.99
1656,32.57,61.3,1283,10,384,403.68,38.21
1657,33.7,68.7,1424,9,392,396.47,37.69
1658,29.71,68.1,1384,7,409,397.84,38.04
1659,32.14,65.2,1861,10,415,401.18,38.98
1660,32.22,65.6,3539,9,365,398.82,39.09
1661,33.95,65.1,3592,3,332,396.18,38.87
1662,31.18,69.1,2161,9,321,398.36,39.25
1663,29.34,70.2,3019,8,327,403.82,39.66
1664,32.57,61,1446,10,309,401.64,39.18
1665,30.32,64.3,3289,9,343,401.71,38.64
1666,32.51,65,2320,9,397,397.67,39.48
1667,31.8,62,3642,10,388,399.01,39.18
1668,28.9,61.6,581,6,405,397.98,38.97
1669,31.24,62.8,2846,9,338,402.29,38.03
1670,31.08,68.5,1580,9,379,399.86,37.06
1671,32.38,67.3,3515,8,374,402.22,37.5
1672,30.33,69.1,2709,9,305,400.06,36.69
1673,29.73,66.4,2525,4,356,402.61,37.39
1674,32.23,65,3943,5,388,398.32,38.21
1675,28.69,62,2625,7,333,396.46,38.98
1676,33.91,63,2226,9,353,402.38,39.6
